"","ctryname","cowcode2","politycode","un_region_name","un_continent_name","ehead","democracy","begindateleaderdem","enddateleaderdem","tenuredem","rightcensdem"
"274","Central African Republic",482,482,"Middle Africa","Africa","Jean-Bedel Bokassa","Non-democracy",1966,1978,13,1
"275","Central African Republic",482,482,"Middle Africa","Africa","David Dacko","Non-democracy",1979,1980,2,1
"276","Central African Republic",482,482,"Middle Africa","Africa","Andre Kolingba","Non-democracy",1981,1992,12,1
"277","Central African Republic",482,482,"Middle Africa","Africa","Jean-Luc Mandaba","Democracy",1993,1994,2,1
"278","Central African Republic",482,482,"Middle Africa","Africa","Gabriel Koyambounou","Democracy",1995,1995,1,1
"279","Central African Republic",482,482,"Middle Africa","Africa","Jean-Paul Ngoupande","Democracy",1996,1996,1,1
"280","Central African Republic",482,482,"Middle Africa","Africa","Michel Gbezera-Bria","Democracy",1997,1998,2,1
"281","Central African Republic",482,482,"Middle Africa","Africa","Anicet Georges Dologuele","Democracy",1999,2000,2,1
"282","Central African Republic",482,482,"Middle Africa","Africa","Martin Ziguele","Democracy",2001,2002,2,1
"283","Central African Republic",482,482,"Middle Africa","Africa","Franï¿½ois Bozizï¿½","Non-democracy",2003,2008,6,0
"284","Chad",483,483,"Middle Africa","Africa","Ngarta Tombolbaye","Non-democracy",1959,1974,16,0
"285","Chad",483,483,"Middle Africa","Africa","Felix Malloum","Non-democracy",1975,1978,4,1
"286","Chad",483,483,"Middle Africa","Africa","Goukouni Ouedei","Non-democracy",1979,1981,3,1
"287","Chad",483,483,"Middle Africa","Africa","Hissene Habre","Non-democracy",1982,1989,8,1
"288","Chad",483,483,"Middle Africa","Africa","Idriss Deby","Non-democracy",1990,2008,19,0
"289","Chile",155,155,"South America","Americas","Gabriel Gonzalez Videla","Democracy",1946,1951,6,1
"290","Chile",155,155,"South America","Americas","Carlos Ibanez del Campo","Democracy",1952,1957,6,1
"291","Chile",155,155,"South America","Americas","Jorge Alessandri Rodriguez","Democracy",1958,1963,6,1
"292","Chile",155,155,"South America","Americas","Eduardo Frei Montalva","Democracy",1964,1969,6,1
"293","Chile",155,155,"South America","Americas","Salvador Allende Gossens","Democracy",1970,1972,3,0
"294","Chile",155,155,"South America","Americas","Augusto Pinochet Ugarte","Non-democracy",1973,1989,17,1
"295","Chile",155,155,"South America","Americas","Patricio Aylwin Azacar","Democracy",1990,1993,4,1
"296","Chile",155,155,"South America","Americas","Eduardo Frei Ruiz-Tagle","Democracy",1994,1999,6,1
"297","Chile",155,155,"South America","Americas","Ricardo Froilan Lagos Escobar","Democracy",2000,2005,6,1
"298","Chile",155,155,"South America","Americas","Verï¿½nica Michelle Bachelet Jeria","Democracy",2006,2008,3,0
"299","China",710,710,"Eastern Asia","Asia","Chiang Kai-Shek","Non-democracy",1928,1948,21,1
"300","China",710,710,"Eastern Asia","Asia","Mao Zedong","Non-democracy",1949,1975,27,0
"301","China",710,710,"Eastern Asia","Asia","Hua Guofeng","Non-democracy",1976,1977,2,1
"302","China",710,710,"Eastern Asia","Asia","Deng Xiaoping","Non-democracy",1978,1996,19,0
"303","China",710,710,"Eastern Asia","Asia","Jiang Zemin","Non-democracy",1997,2001,5,1
"304","China",710,710,"Eastern Asia","Asia","Hu Jintao","Non-democracy",2002,2008,7,0
"305","Colombia",100,100,"South America","Americas","Luis Mariano Ospina Perez","Democracy",1946,1948,3,1
"306","Colombia",100,100,"South America","Americas","Luis Mariano Ospina Perez","Non-democracy",1949,1949,1,1
"307","Colombia",100,100,"South America","Americas","Laureano Gomez Castro","Non-democracy",1950,1950,1,1
"308","Colombia",100,100,"South America","Americas","Roberto Urdaneta Arbelaez","Non-democracy",1951,1952,2,1
"309","Colombia",100,100,"South America","Americas","Gustavo Rojas Pinilla","Non-democracy",1953,1956,4,1
"310","Colombia",100,100,"South America","Americas","Gabriel Paris","Non-democracy",1957,1957,1,1
"311","Colombia",100,100,"South America","Americas","Alberto Lleras Camargo","Democracy",1958,1961,4,1
"312","Colombia",100,100,"South America","Americas","Guillermo Valencia","Democracy",1962,1965,4,1
"313","Colombia",100,100,"South America","Americas","Carlos Lleras Restrepo","Democracy",1966,1969,4,1
"314","Colombia",100,100,"South America","Americas","Misael Pastrana Borrero","Democracy",1970,1973,4,1
"315","Colombia",100,100,"South America","Americas","Alfonso Lopez Michelson","Democracy",1974,1977,4,1
"316","Colombia",100,100,"South America","Americas","Julio Turbay Ayala","Democracy",1978,1981,4,1
"317","Colombia",100,100,"South America","Americas","Belisario Betancur Cuartas","Democracy",1982,1985,4,1
"318","Colombia",100,100,"South America","Americas","Virgilio Barco Vargas","Democracy",1986,1989,4,1
"319","Colombia",100,100,"South America","Americas","Cesar Gaviria Trujillo","Democracy",1990,1993,4,1
"320","Colombia",100,100,"South America","Americas","Ernesto Samper Pizano","Democracy",1994,1997,4,1
"321","Colombia",100,100,"South America","Americas","Andres Pastrana Arango","Democracy",1998,2001,4,1
"322","Colombia",100,100,"South America","Americas","Alvaro Uribe Velez","Democracy",2002,2008,7,0
"323","Comoros",581,581,"Eastern Africa","Africa","Ali Soilih","Non-democracy",1975,1977,3,0
"324","Comoros",581,581,"Eastern Africa","Africa","Ahmed Abdallah","Non-democracy",1978,1988,11,0
"325","Comoros",581,581,"Eastern Africa","Africa","Said Mohammed Djohar","Non-democracy",1989,1989,1,1
"326","Comoros",581,581,"Eastern Africa","Africa","Said Mohammed Djohar","Democracy",1990,1992,3,1
"327","Comoros",581,581,"Eastern Africa","Africa","Ahmed Ben Cheikh Attoumane","Democracy",1993,1993,1,1
"328","Comoros",581,581,"Eastern Africa","Africa","Halifa Houmadi","Democracy",1994,1994,1,1
"329","Comoros",581,581,"Eastern Africa","Africa","Caambi el-Yachourtu","Non-democracy",1995,1995,1,1
"330","Comoros",581,581,"Eastern Africa","Africa","Mohammed Taki Abdoulkarim","Non-democracy",1996,1997,2,0
"331","Comoros",581,581,"Eastern Africa","Africa","Tadjidine Ben Said Massounde","Non-democracy",1998,1998,1,1
"332","Comoros",581,581,"Eastern Africa","Africa","Azali Assoumani","Non-democracy",1999,2003,5,1
"333","Comoros",581,581,"Eastern Africa","Africa","Azali Assoumani","Democracy",2004,2005,2,1
"334","Comoros",581,581,"Eastern Africa","Africa","Ahmed Abdallah Sambi","Democracy",2006,2008,3,0
"335","Congo (Brazzaville, Republic of Congo)",484,484,"Middle Africa","Africa","Fulbert Youlou","Democracy",1958,1962,5,1
"336","Congo (Brazzaville, Republic of Congo)",484,484,"Middle Africa","Africa","Alphonse Massamba-Debat","Non-democracy",1963,1967,5,1
"337","Congo (Brazzaville, Republic of Congo)",484,484,"Middle Africa","Africa","Alfred Raoul","Non-democracy",1968,1968,1,1
"338","Congo (Brazzaville, Republic of Congo)",484,484,"Middle Africa","Africa","Marien Ngouabi","Non-democracy",1969,1976,8,0
"339","Congo (Brazzaville, Republic of Congo)",484,484,"Middle Africa","Africa","Joachim Yhombi-Opango","Non-democracy",1977,1978,2,1
"340","Congo (Brazzaville, Republic of Congo)",484,484,"Middle Africa","Africa","Denis Sassou-Nguesso","Non-democracy",1979,1991,13,1
"341","Congo (Brazzaville, Republic of Congo)",484,484,"Middle Africa","Africa","Claude-Antoine Dacosta","Democracy",1992,1992,1,1
"342","Congo (Brazzaville, Republic of Congo)",484,484,"Middle Africa","Africa","Jacques-Joachim Yhombi-Opango","Democracy",1993,1995,3,1
"343","Congo (Brazzaville, Republic of Congo)",484,484,"Middle Africa","Africa","Charles David Ganao","Democracy",1996,1996,1,1
"344","Congo (Brazzaville, Republic of Congo)",484,484,"Middle Africa","Africa","Denis Sassou-Nguesso","Non-democracy",1997,2008,12,0
"345","Costa Rica",94,94,"Central America","Americas","Teodoro Picado Michalski","Democracy",1944,1947,4,1
"346","Costa Rica",94,94,"Central America","Americas","Jose Figueres Ferrer","Non-democracy",1948,1948,1,1
"347","Costa Rica",94,94,"Central America","Americas","Otilia Ulate Blanco","Democracy",1949,1952,4,1
"348","Costa Rica",94,94,"Central America","Americas","Jose Figueres Ferrer","Democracy",1953,1957,5,1
"349","Costa Rica",94,94,"Central America","Americas","Mario Echandi Jimenez","Democracy",1958,1961,4,1
"350","Costa Rica",94,94,"Central America","Americas","Francisco Jose Orlich Bolmarich","Democracy",1962,1965,4,1
"351","Costa Rica",94,94,"Central America","Americas","Jose Joaquim Trejos Fernandez","Democracy",1966,1969,4,1
"352","Costa Rica",94,94,"Central America","Americas","Jose Figueres Ferrer","Democracy",1970,1973,4,1
"353","Costa Rica",94,94,"Central America","Americas","Daniel Oduber Quires","Democracy",1974,1977,4,1
"354","Costa Rica",94,94,"Central America","Americas","Rodrigo Carazo Odio","Democracy",1978,1981,4,1
"355","Costa Rica",94,94,"Central America","Americas","Luis Alberto Monge Alverez","Democracy",1982,1985,4,1
"356","Costa Rica",94,94,"Central America","Americas","Oscar Arias Sanchez","Democracy",1986,1989,4,1
"357","Costa Rica",94,94,"Central America","Americas","Rafael Angel Calderon Fournier","Democracy",1990,1993,4,1
"358","Costa Rica",94,94,"Central America","Americas","Jose Maria Figueres Olsen","Democracy",1994,1997,4,1
"359","Costa Rica",94,94,"Central America","Americas","Miguel Angel Rodriguez Echeverria","Democracy",1998,2001,4,1
"360","Costa Rica",94,94,"Central America","Americas","Abel Pacheco de la Espriella","Democracy",2002,2005,4,1
"361","Costa Rica",94,94,"Central America","Americas","ï¿½scar Rafael Arias Sï¿½nchez","Democracy",2006,2008,3,0
"362","Cote d'Ivoire",437,437,"Western Africa","Africa","Felix Houphouet-Boigny","Non-democracy",1959,1992,34,0
"363","Cote d'Ivoire",437,437,"Western Africa","Africa","Henri Konan Bedie","Non-democracy",1993,1998,6,1
"364","Cote d'Ivoire",437,437,"Western Africa","Africa","Robert Guei","Non-democracy",1999,1999,1,1
"365","Cote d'Ivoire",437,437,"Western Africa","Africa","Laurent Gbagbo","Non-democracy",2000,2008,9,0
"366","Croatia",344,344,"Southern Europe","Europe","Franjo Greguric","Democracy",1991,1991,1,1
"367","Croatia",344,344,"Southern Europe","Europe","Hrvoje Sarinic","Democracy",1992,1992,1,1
"368","Croatia",344,344,"Southern Europe","Europe","Nikica Valentic","Democracy",1993,1994,2,1
"369","Croatia",344,344,"Southern Europe","Europe","Zlatko Matesa","Democracy",1995,1999,5,1
"370","Croatia",344,344,"Southern Europe","Europe","Ivica Racan","Democracy",2000,2002,3,1
"371","Croatia",344,344,"Southern Europe","Europe","Ivo Sanader","Democracy",2003,2008,6,0
"372","Cuba",40,40,"Caribbean","Americas","Fulgencio Batista y Zaldivar","Democracy",1933,1951,19,1
"373","Cuba",40,40,"Caribbean","Americas","Fulgencio Batista y Zaldivar","Non-democracy",1952,1958,7,1
"374","Cuba",40,40,"Caribbean","Americas","Fidel Castro Ruz","Non-democracy",1959,2005,47,1
"375","Cuba",40,40,"Caribbean","Americas","Raul Castro","Non-democracy",2006,2008,3,0
"376","Cyprus",352,352,"Western Asia","Asia","Archbishop Makarios","Non-democracy",1960,1976,17,0
"377","Cyprus",352,352,"Western Asia","Asia","Spyros Kyprianou","Non-democracy",1977,1982,6,0
"378","Cyprus",352,352,"Western Asia","Asia","Spyros Kyprianou","Democracy",1983,1987,5,1
"379","Cyprus",352,352,"Western Asia","Asia","George Vassiliou","Democracy",1988,1992,5,1
"380","Cyprus",352,352,"Western Asia","Asia","Glafkos Klerides","Democracy",1993,2002,10,1
"381","Cyprus",352,352,"Western Asia","Asia","Tassos Nikolaou Papadopoulos","Democracy",2003,2007,5,1
"382","Cyprus",352,352,"Western Asia","Asia","Dimitris Christofi Christofias","Democracy",2008,2008,1,0
"383","Czech Republic",316,316,"Eastern Europe","Europe","Vaclav Klaus","Democracy",1993,1996,4,1
"384","Czech Republic",316,316,"Eastern Europe","Europe","Josef Tosovsky","Democracy",1997,1997,1,1
"385","Czech Republic",316,316,"Eastern Europe","Europe","Milos Zeman","Democracy",1998,2001,4,1
"386","Czech Republic",316,316,"Eastern Europe","Europe","Vladimir Spidla","Democracy",2002,2003,2,1
"387","Czech Republic",316,316,"Eastern Europe","Europe","Stanislav Gross","Democracy",2004,2004,1,1
"388","Czech Republic",316,316,"Eastern Europe","Europe","Jirï¿½ Paroubek","Democracy",2005,2005,1,1
"389","Czech Republic",316,316,"Eastern Europe","Europe","Mirek Topolï¿½nek","Democracy",2006,2008,3,0
"390","Czechoslovakia",315,315,"Eastern Europe","Europe","Klement Gottwald","Non-democracy",1946,1952,7,0
"391","Czechoslovakia",315,315,"Eastern Europe","Europe","Antonin Novotny","Non-democracy",1953,1967,15,1
"392","Czechoslovakia",315,315,"Eastern Europe","Europe","Alexander Dubcek","Non-democracy",1968,1968,1,1
"393","Czechoslovakia",315,315,"Eastern Europe","Europe","Gustav Husak","Non-democracy",1969,1986,18,1
"394","Czechoslovakia",315,315,"Eastern Europe","Europe","Milos Jakes","Non-democracy",1987,1988,2,1
"395","Czechoslovakia",315,315,"Eastern Europe","Europe","Marian Calfa","Democracy",1989,1991,3,1
"396","Czechoslovakia",315,315,"Eastern Europe","Europe","Jan Strasky","Democracy",1992,1992,1,0
"397","Democratic Republic of the Congo (Zaire, Congo-Kinshasha)",490,490,"Middle Africa","Africa","Joseph Kasabuvu","Non-democracy",1960,1964,5,1
"398","Democratic Republic of the Congo (Zaire, Congo-Kinshasha)",490,490,"Middle Africa","Africa","Mobutu Sese Seko","Non-democracy",1965,1996,32,1
"399","Democratic Republic of the Congo (Zaire, Congo-Kinshasha)",490,490,"Middle Africa","Africa","Laurent Kabila","Non-democracy",1997,2000,4,0
"400","Democratic Republic of the Congo (Zaire, Congo-Kinshasha)",490,490,"Middle Africa","Africa","Joseph Kabila","Non-democracy",2001,2008,8,0
"401","Denmark",390,390,"Northern Europe","Europe","Knud Kristensen","Democracy",1945,1946,2,1
"402","Denmark",390,390,"Northern Europe","Europe","Hans Hedtoft","Democracy",1947,1949,3,1
"403","Denmark",390,390,"Northern Europe","Europe","Erik Eriksen","Democracy",1950,1952,3,1
"404","Denmark",390,390,"Northern Europe","Europe","Hans Hedtoft","Democracy",1953,1954,2,0
"405","Denmark",390,390,"Northern Europe","Europe","Hans Hansen","Democracy",1955,1959,5,0
"406","Denmark",390,390,"Northern Europe","Europe","Viggo Kampmann","Democracy",1960,1961,2,1
"407","Denmark",390,390,"Northern Europe","Europe","Jens-Otto Krag","Democracy",1962,1967,6,1
"408","Denmark",390,390,"Northern Europe","Europe","Hilmar Baunsgaard","Democracy",1968,1970,3,1
"409","Denmark",390,390,"Northern Europe","Europe","Jens-Otto Krag","Democracy",1971,1971,1,1
"410","Denmark",390,390,"Northern Europe","Europe","Anker Jorgensen","Democracy",1972,1972,1,1
"411","Denmark",390,390,"Northern Europe","Europe","Poul Hartling","Democracy",1973,1974,2,1
"412","Denmark",390,390,"Northern Europe","Europe","Anker Jorgensen","Democracy",1975,1981,7,1
"413","Denmark",390,390,"Northern Europe","Europe","Poul Schluter","Democracy",1982,1992,11,1
"414","Denmark",390,390,"Northern Europe","Europe","Poul Nyrup Rasmussen","Democracy",1993,2000,8,1
"415","Denmark",390,390,"Northern Europe","Europe","Anders Fogh Rasmussen","Democracy",2001,2008,8,0
"416","Djibouti",522,522,"Eastern Africa","Africa","Hassan Gouled Aptidon","Non-democracy",1977,1998,22,1
"417","Djibouti",522,522,"Eastern Africa","Africa","Ismail Omar Guelleh","Non-democracy",1999,2008,10,0
"418","Dominica",54,54,"Caribbean","Americas","Patrick John","Democracy",1974,1978,5,1
"419","Dominica",54,54,"Caribbean","Americas","Oliver Seraphine","Democracy",1979,1979,1,1
"420","Dominica",54,54,"Caribbean","Americas","Eugenia Charles","Democracy",1980,1994,15,1
"421","Dominica",54,54,"Caribbean","Americas","Edison James","Democracy",1995,1999,5,1
"422","Dominica",54,54,"Caribbean","Americas","Pierre Charles","Democracy",2000,2003,4,1
"423","Dominica",54,54,"Caribbean","Americas","Roosevelt Skerrit","Democracy",2004,2008,5,0
"424","Dominican Republic",42,42,"Caribbean","Americas","Rafael Trujillo","Non-democracy",1942,1960,19,0
"425","Dominican Republic",42,42,"Caribbean","Americas","Joaquin Balaguer","Non-democracy",1961,1961,1,1
"426","Dominican Republic",42,42,"Caribbean","Americas","Rafael Bonnelly","Non-democracy",1962,1962,1,1
"427","Dominican Republic",42,42,"Caribbean","Americas","military","Non-democracy",1963,1964,2,1
"428","Dominican Republic",42,42,"Caribbean","Americas","Hector Garcia-Godoy Caceres","Non-democracy",1965,1965,1,1
"429","Dominican Republic",42,42,"Caribbean","Americas","Joaquin Balaguer","Democracy",1966,1977,12,1
"430","Dominican Republic",42,42,"Caribbean","Americas","Antonio Guzman Fernandez","Democracy",1978,1981,4,0
"431","Dominican Republic",42,42,"Caribbean","Americas","Salvador Jorge Blanco","Democracy",1982,1985,4,1
"432","Dominican Republic",42,42,"Caribbean","Americas","Joaquin Balaguer","Democracy",1986,1995,10,1
"433","Dominican Republic",42,42,"Caribbean","Americas","Leonel Fernandez Reyna","Democracy",1996,1999,4,1
"434","Dominican Republic",42,42,"Caribbean","Americas","Rafael Hipolito Mejia Dominguez","Democracy",2000,2003,4,1
"435","Dominican Republic",42,42,"Caribbean","Americas","Leonel Antonio Fernï¿½ndez Reyna","Democracy",2004,2008,5,0
"436","East Timor",860,860,"South-Eastern Asia","Asia","Marï¿½ Bim Amude Alkatiri","Democracy",2002,2005,4,1
"437","East Timor",860,860,"South-Eastern Asia","Asia","Josï¿½ Ramos-Horta","Democracy",2006,2006,1,1
"438","East Timor",860,860,"South-Eastern Asia","Asia","Kay Rala Xanana Gusmï¿½o","Democracy",2007,2008,2,0
"439","Ecuador",130,130,"South America","Americas","Jose Velasco Ibarra","Democracy",1944,1946,3,1
"440","Ecuador",130,130,"South America","Americas","military","Non-democracy",1947,1947,1,1
"441","Ecuador",130,130,"South America","Americas","Galo Plaza Lasso","Democracy",1948,1951,4,1
"442","Ecuador",130,130,"South America","Americas","Jose Velasco Ibarra","Democracy",1952,1955,4,1
"443","Ecuador",130,130,"South America","Americas","Camilo Ponce Enriquez","Democracy",1956,1959,4,1
"444","Ecuador",130,130,"South America","Americas","Jose Velasco Ibarra","Democracy",1960,1960,1,1
"445","Ecuador",130,130,"South America","Americas","Carlos Arosemena Monroy","Democracy",1961,1962,2,1
"446","Ecuador",130,130,"South America","Americas","Ramon Castro Jijon","Non-democracy",1963,1965,3,1
"447","Ecuador",130,130,"South America","Americas","Otto Arosemena Gomez","Non-democracy",1966,1967,2,1
"448","Ecuador",130,130,"South America","Americas","Jose Velasco Ibarra","Non-democracy",1968,1971,4,1
"449","Ecuador",130,130,"South America","Americas","Guillermo Rodriguez Lara","Non-democracy",1972,1975,4,1
"450","Ecuador",130,130,"South America","Americas","Alfredo Poveda Burbano","Non-democracy",1976,1978,3,1
"451","Ecuador",130,130,"South America","Americas","Jaime Roldos Aguillera","Democracy",1979,1980,2,0
"452","Ecuador",130,130,"South America","Americas","Osvaldo Hurtado Larrea","Democracy",1981,1983,3,1
"453","Ecuador",130,130,"South America","Americas","Leon Febres Cordero","Democracy",1984,1987,4,1
"454","Ecuador",130,130,"South America","Americas","Rodrigo Borja Cevallos","Democracy",1988,1991,4,1
"455","Ecuador",130,130,"South America","Americas","Sixto Duran Ballen","Democracy",1992,1995,4,1
"456","Ecuador",130,130,"South America","Americas","Abdala Bucaram Ortiz","Democracy",1996,1996,1,1
"457","Ecuador",130,130,"South America","Americas","Fabian Alarcon","Democracy",1997,1997,1,1
"458","Ecuador",130,130,"South America","Americas","Jamil Mahuad","Democracy",1998,1999,2,1
"459","Ecuador",130,130,"South America","Americas","Gustavo Noboa Bejarano","Non-democracy",2000,2001,2,1
"460","Ecuador",130,130,"South America","Americas","Gustavo Noboa Bejarano","Democracy",2002,2002,1,1
"461","Ecuador",130,130,"South America","Americas","Lucio Gutiï¿½rrez","Democracy",2003,2004,2,1
"462","Ecuador",130,130,"South America","Americas","Alfredo Palacio","Democracy",2005,2006,2,1
"463","Ecuador",130,130,"South America","Americas","Rafael Correa","Democracy",2007,2008,2,0
"464","Egypt",651,651,"Northern Africa","Africa","Faruq I","Non-democracy",1936,1951,16,1
"465","Egypt",651,651,"Northern Africa","Africa","Mohammed Naguib","Non-democracy",1952,1953,2,1
"466","Egypt",651,651,"Northern Africa","Africa","Gamal Nasser","Non-democracy",1954,1969,16,0
"467","Egypt",651,651,"Northern Africa","Africa","Anwar el-Sadat","Non-democracy",1970,1980,11,0
"468","Egypt",651,651,"Northern Africa","Africa","Hosni Mubarak","Non-democracy",1981,2008,28,0
"469","El Salvador",92,92,"Central America","Americas","Salvador Castaneda Castro","Non-democracy",1945,1947,3,1
"470","El Salvador",92,92,"Central America","Americas","Manuel Cordoba","Non-democracy",1948,1948,1,1
"471","El Salvador",92,92,"Central America","Americas","Oscar Bolanos","Non-democracy",1949,1949,1,1
"472","El Salvador",92,92,"Central America","Americas","Oscar Osorio","Non-democracy",1950,1955,6,1
"473","El Salvador",92,92,"Central America","Americas","Jose Lemus","Non-democracy",1956,1959,4,1
"474","El Salvador",92,92,"Central America","Americas","Miguel Castillo","Non-democracy",1960,1960,1,1
"475","El Salvador",92,92,"Central America","Americas","Anibal Portillo","Non-democracy",1961,1961,1,1
"476","El Salvador",92,92,"Central America","Americas","Julio Rivera Carballo","Non-democracy",1962,1966,5,1
"477","El Salvador",92,92,"Central America","Americas","Fidel Sanchez Hernandez","Non-democracy",1967,1971,5,1
"478","El Salvador",92,92,"Central America","Americas","Arturo Molina Barraza","Non-democracy",1972,1976,5,1
"479","El Salvador",92,92,"Central America","Americas","Carlos Romero Mena","Non-democracy",1977,1978,2,1
"480","El Salvador",92,92,"Central America","Americas","Adolfo Majano + Jaime Gutierrez","Non-democracy",1979,1979,1,1
"481","El Salvador",92,92,"Central America","Americas","Jose Napoleon Duarte","Non-democracy",1980,1981,2,1
"482","El Salvador",92,92,"Central America","Americas","military","Non-democracy",1982,1983,2,1
"483","El Salvador",92,92,"Central America","Americas","Jose Napoleon Duarte","Democracy",1984,1988,5,1
"484","El Salvador",92,92,"Central America","Americas","Alfredo Christiani","Democracy",1989,1993,5,1
"485","El Salvador",92,92,"Central America","Americas","Armando Calderon Sol","Democracy",1994,1998,5,1
"486","El Salvador",92,92,"Central America","Americas","Francisco Guillermo Flores Perez","Democracy",1999,2003,5,1
"487","El Salvador",92,92,"Central America","Americas","Elï¿½as Antonio Saca Gonzï¿½lez","Democracy",2004,2008,5,0
"488","Equatorial Guinea",411,411,"Middle Africa","Africa","Francisco Macias Nguema","Non-democracy",1968,1978,11,1
"489","Equatorial Guinea",411,411,"Middle Africa","Africa","Teodoro Obiang Nguema Mbasogo","Non-democracy",1979,2008,30,0
"490","Eritrea",531,531,"Eastern Africa","Africa","Isaias Afwerki","Non-democracy",1993,2008,16,0
"491","Estonia",366,366,"Northern Europe","Europe","Edgar Savisaar","Democracy",1990,1991,2,1
"492","Estonia",366,366,"Northern Europe","Europe","Mart Laar","Democracy",1992,1993,2,1
"493","Estonia",366,366,"Northern Europe","Europe","Andres Tarand","Democracy",1994,1994,1,1
"494","Estonia",366,366,"Northern Europe","Europe","Tiit Vahi","Democracy",1995,1996,2,1
"495","Estonia",366,366,"Northern Europe","Europe","Mart Siimann","Democracy",1997,1998,2,1
"496","Estonia",366,366,"Northern Europe","Europe","Mart Laar","Democracy",1999,2001,3,1
"497","Estonia",366,366,"Northern Europe","Europe","Siim Kallas","Democracy",2002,2002,1,1
"498","Estonia",366,366,"Northern Europe","Europe","Juhan Parts","Democracy",2003,2004,2,1
"499","Estonia",366,366,"Northern Europe","Europe","Andrus Ansip","Democracy",2005,2008,4,0
"500","Ethiopia",530,530,"Eastern Africa","Africa","Haile Selassie","Non-democracy",1930,1973,44,1
"501","Ethiopia",530,530,"Eastern Africa","Africa","Teferi Benti","Non-democracy",1974,1976,3,1
"502","Ethiopia",530,530,"Eastern Africa","Africa","Mengistu Haile Mariam","Non-democracy",1977,1990,14,1
"503","Ethiopia",530,530,"Eastern Africa","Africa","Meles Zenawi","Non-democracy",1991,1994,4,0
"504","Ethiopia",530,529,"Eastern Africa","Africa","Meles Zenawi","Non-democracy",1991,1994,4,0
"505","Ethiopia",530,529,"Eastern Africa","Africa","Negasso Gidada","Non-democracy",1995,2000,6,1
"506","Ethiopia",530,529,"Eastern Africa","Africa","Girma Wolde-Giyorgis Lucha","Non-democracy",2001,2008,8,0
"507","Fiji",950,950,"Melanesia","Oceania","Ratu Sir Kamisese Mara","Non-democracy",1966,1986,21,1
"508","Fiji",950,950,"Melanesia","Oceania","Sitiveni Rabuka","Non-democracy",1987,1991,5,1
"509","Fiji",950,950,"Melanesia","Oceania","Sitiveni Rabuka","Democracy",1992,1998,7,1
"510","Fiji",950,950,"Melanesia","Oceania","Mahendra Chaudhry","Democracy",1999,1999,1,1
"511","Fiji",950,950,"Melanesia","Oceania","Ratu Josefa Iloilo","Non-democracy",2000,2005,6,1
"512","Fiji",950,950,"Melanesia","Oceania","Voreqe Bainimarama","Non-democracy",2006,2008,3,0
"513","Finland",375,375,"Northern Europe","Europe","Mauno Pekkala","Democracy",1946,1947,2,1
"514","Finland",375,375,"Northern Europe","Europe","Karl Fagerholm","Democracy",1948,1949,2,1
"515","Finland",375,375,"Northern Europe","Europe","Urho Kekkonen","Democracy",1950,1952,3,1
"516","Finland",375,375,"Northern Europe","Europe","Sakari Tuomioja","Democracy",1953,1953,1,1
"517","Finland",375,375,"Northern Europe","Europe","Urho Kekkonen","Democracy",1954,1955,2,1
"518","Finland",375,375,"Northern Europe","Europe","Karl Fagerholm","Democracy",1956,1956,1,1
"519","Finland",375,375,"Northern Europe","Europe","Rainer von Fieandt","Democracy",1957,1957,1,1
"520","Finland",375,375,"Northern Europe","Europe","Karl Fagerholm","Democracy",1958,1958,1,1
"521","Finland",375,375,"Northern Europe","Europe","Vaino Sukselainen","Democracy",1959,1960,2,1
"522","Finland",375,375,"Northern Europe","Europe","Martti Miettunen","Democracy",1961,1961,1,1
"523","Finland",375,375,"Northern Europe","Europe","Ahti Karjalainen","Democracy",1962,1962,1,1
"524","Finland",375,375,"Northern Europe","Europe","Reino Lehto","Democracy",1963,1963,1,1
"525","Finland",375,375,"Northern Europe","Europe","Johannes Virolainen","Democracy",1964,1965,2,1
"526","Finland",375,375,"Northern Europe","Europe","Rafael Paasio","Democracy",1966,1967,2,1
"527","Finland",375,375,"Northern Europe","Europe","Mauno Koivisto","Democracy",1968,1969,2,1
"528","Finland",375,375,"Northern Europe","Europe","Ahti Karjalainen","Democracy",1970,1970,1,1
"529","Finland",375,375,"Northern Europe","Europe","Teuvo Aura","Democracy",1971,1971,1,1
"530","Finland",375,375,"Northern Europe","Europe","Kalevi Sorsa","Democracy",1972,1974,3,1
"531","Finland",375,375,"Northern Europe","Europe","Martti Miettunen","Democracy",1975,1976,2,1
"532","Finland",375,375,"Northern Europe","Europe","Kalevi Sorsa","Democracy",1977,1978,2,1
"533","Finland",375,375,"Northern Europe","Europe","Mauno Koivisto","Democracy",1979,1981,3,1
"534","Finland",375,375,"Northern Europe","Europe","Kalevi Sorsa","Democracy",1982,1986,5,1
"535","Finland",375,375,"Northern Europe","Europe","Harri Holkeri","Democracy",1987,1990,4,1
"536","Finland",375,375,"Northern Europe","Europe","Esko Aho","Democracy",1991,1994,4,1
"537","Finland",375,375,"Northern Europe","Europe","Paavo Lipponen","Democracy",1995,2002,8,1
"538","Finland",375,375,"Northern Europe","Europe","Matti Taneli Vanhanen","Democracy",2003,2008,6,0
"539","France",220,220,"Western Europe","Europe","Leon Blum","Democracy",1946,1946,1,1
"540","France",220,220,"Western Europe","Europe","Robert Schuman","Democracy",1947,1947,1,1
"541","France",220,220,"Western Europe","Europe","Henri Queuille","Democracy",1948,1948,1,1
