"","ctryname","cowcode2","politycode","un_region_name","un_continent_name","ehead","democracy","leaderspelldem","begindateleaderdem","enddateleaderdem","tenuredem","rightcensdem","coldwar"
"499","Ecuador",130,130,"South America","Americas","Jaime Roldos Aguillera","Democracy","Jaime Roldos Aguillera.Ecuador.1979.1980.Democracy",1979,1980,2,0,TRUE
"500","Ecuador",130,130,"South America","Americas","Osvaldo Hurtado Larrea","Democracy","Osvaldo Hurtado Larrea.Ecuador.1981.1983.Democracy",1981,1983,3,1,TRUE
"501","Ecuador",130,130,"South America","Americas","Leon Febres Cordero","Democracy","Leon Febres Cordero.Ecuador.1984.1987.Democracy",1984,1987,4,1,TRUE
"502","Ecuador",130,130,"South America","Americas","Rodrigo Borja Cevallos","Democracy","Rodrigo Borja Cevallos.Ecuador.1988.1991.Democracy",1988,1989,2,1,TRUE
"503","Ecuador",130,130,"South America","Americas","Rodrigo Borja Cevallos","Democracy","Rodrigo Borja Cevallos.Ecuador.1988.1991.Democracy",1990,1991,2,1,FALSE
"504","Ecuador",130,130,"South America","Americas","Sixto Duran Ballen","Democracy","Sixto Duran Ballen.Ecuador.1992.1995.Democracy",1992,1995,4,1,FALSE
"505","Ecuador",130,130,"South America","Americas","Abdala Bucaram Ortiz","Democracy","Abdala Bucaram Ortiz.Ecuador.1996.1996.Democracy",1996,1996,1,1,FALSE
"506","Ecuador",130,130,"South America","Americas","Fabian Alarcon","Democracy","Fabian Alarcon.Ecuador.1997.1997.Democracy",1997,1997,1,1,FALSE
"507","Ecuador",130,130,"South America","Americas","Jamil Mahuad","Democracy","Jamil Mahuad.Ecuador.1998.1999.Democracy",1998,1999,2,1,FALSE
"508","Ecuador",130,130,"South America","Americas","Gustavo Noboa Bejarano","Non-democracy","Gustavo Noboa Bejarano.Ecuador.2000.2001.Non-democracy",2000,2001,2,1,FALSE
"509","Ecuador",130,130,"South America","Americas","Gustavo Noboa Bejarano","Democracy","Gustavo Noboa Bejarano.Ecuador.2002.2002.Democracy",2002,2002,1,1,FALSE
"510","Ecuador",130,130,"South America","Americas","Lucio Gutiï¿½rrez","Democracy","Lucio Gutiï¿½rrez.Ecuador.2003.2004.Democracy",2003,2004,2,1,FALSE
"511","Ecuador",130,130,"South America","Americas","Alfredo Palacio","Democracy","Alfredo Palacio.Ecuador.2005.2006.Democracy",2005,2006,2,1,FALSE
"512","Ecuador",130,130,"South America","Americas","Rafael Correa","Democracy","Rafael Correa.Ecuador.2007.2008.Democracy",2007,2008,2,0,FALSE
"513","Egypt",651,651,"Northern Africa","Africa","Faruq I","Non-democracy","Faruq I.Egypt.1946.1951.Non-democracy",1936,1945,10,1,FALSE
"514","Egypt",651,651,"Northern Africa","Africa","Faruq I","Non-democracy","Faruq I.Egypt.1946.1951.Non-democracy",1946,1951,6,1,TRUE
"515","Egypt",651,651,"Northern Africa","Africa","Mohammed Naguib","Non-democracy","Mohammed Naguib.Egypt.1952.1953.Non-democracy",1952,1953,2,1,TRUE
"516","Egypt",651,651,"Northern Africa","Africa","Gamal Nasser","Non-democracy","Gamal Nasser.Egypt.1954.1969.Non-democracy",1954,1969,16,0,TRUE
"517","Egypt",651,651,"Northern Africa","Africa","Anwar el-Sadat","Non-democracy","Anwar el-Sadat.Egypt.1970.1980.Non-democracy",1970,1980,11,0,TRUE
"518","Egypt",651,651,"Northern Africa","Africa","Hosni Mubarak","Non-democracy","Hosni Mubarak.Egypt.1981.2008.Non-democracy",1981,1989,9,0,TRUE
"519","Egypt",651,651,"Northern Africa","Africa","Hosni Mubarak","Non-democracy","Hosni Mubarak.Egypt.1981.2008.Non-democracy",1990,2008,19,0,FALSE
"520","El Salvador",92,92,"Central America","Americas","Salvador Castaneda Castro","Non-democracy","Salvador Castaneda Castro.El Salvador.1946.1947.Non-democracy",1945,1945,1,1,FALSE
"521","El Salvador",92,92,"Central America","Americas","Salvador Castaneda Castro","Non-democracy","Salvador Castaneda Castro.El Salvador.1946.1947.Non-democracy",1946,1947,2,1,TRUE
"522","El Salvador",92,92,"Central America","Americas","Manuel Cordoba","Non-democracy","Manuel Cordoba.El Salvador.1948.1948.Non-democracy",1948,1948,1,1,TRUE
"523","El Salvador",92,92,"Central America","Americas","Oscar Bolanos","Non-democracy","Oscar Bolanos.El Salvador.1949.1949.Non-democracy",1949,1949,1,1,TRUE
"524","El Salvador",92,92,"Central America","Americas","Oscar Osorio","Non-democracy","Oscar Osorio.El Salvador.1950.1955.Non-democracy",1950,1955,6,1,TRUE
"525","El Salvador",92,92,"Central America","Americas","Jose Lemus","Non-democracy","Jose Lemus.El Salvador.1956.1959.Non-democracy",1956,1959,4,1,TRUE
"526","El Salvador",92,92,"Central America","Americas","Miguel Castillo","Non-democracy","Miguel Castillo.El Salvador.1960.1960.Non-democracy",1960,1960,1,1,TRUE
"527","El Salvador",92,92,"Central America","Americas","Anibal Portillo","Non-democracy","Anibal Portillo.El Salvador.1961.1961.Non-democracy",1961,1961,1,1,TRUE
"528","El Salvador",92,92,"Central America","Americas","Julio Rivera Carballo","Non-democracy","Julio Rivera Carballo.El Salvador.1962.1966.Non-democracy",1962,1966,5,1,TRUE
"529","El Salvador",92,92,"Central America","Americas","Fidel Sanchez Hernandez","Non-democracy","Fidel Sanchez Hernandez.El Salvador.1967.1971.Non-democracy",1967,1971,5,1,TRUE
"530","El Salvador",92,92,"Central America","Americas","Arturo Molina Barraza","Non-democracy","Arturo Molina Barraza.El Salvador.1972.1976.Non-democracy",1972,1976,5,1,TRUE
"531","El Salvador",92,92,"Central America","Americas","Carlos Romero Mena","Non-democracy","Carlos Romero Mena.El Salvador.1977.1978.Non-democracy",1977,1978,2,1,TRUE
"532","El Salvador",92,92,"Central America","Americas","Adolfo Majano + Jaime Gutierrez","Non-democracy","Adolfo Majano + Jaime Gutierrez.El Salvador.1979.1979.Non-democracy",1979,1979,1,1,TRUE
"533","El Salvador",92,92,"Central America","Americas","Jose Napoleon Duarte","Non-democracy","Jose Napoleon Duarte.El Salvador.1980.1981.Non-democracy",1980,1981,2,1,TRUE
"534","El Salvador",92,92,"Central America","Americas","military","Non-democracy","military.El Salvador.1982.1983.Non-democracy",1982,1983,2,1,TRUE
"535","El Salvador",92,92,"Central America","Americas","Jose Napoleon Duarte","Democracy","Jose Napoleon Duarte.El Salvador.1984.1988.Democracy",1984,1988,5,1,TRUE
"536","El Salvador",92,92,"Central America","Americas","Alfredo Christiani","Democracy","Alfredo Christiani.El Salvador.1989.1993.Democracy",1989,1993,5,1,FALSE
"537","El Salvador",92,92,"Central America","Americas","Armando Calderon Sol","Democracy","Armando Calderon Sol.El Salvador.1994.1998.Democracy",1994,1998,5,1,FALSE
"538","El Salvador",92,92,"Central America","Americas","Francisco Guillermo Flores Perez","Democracy","Francisco Guillermo Flores Perez.El Salvador.1999.2003.Democracy",1999,2003,5,1,FALSE
"539","El Salvador",92,92,"Central America","Americas","Elï¿½as Antonio Saca Gonzï¿½lez","Democracy","Elï¿½as Antonio Saca Gonzï¿½lez.El Salvador.2004.2008.Democracy",2004,2008,5,0,FALSE
"540","Equatorial Guinea",411,411,"Middle Africa","Africa","Francisco Macias Nguema","Non-democracy","Francisco Macias Nguema.Equatorial Guinea.1968.1978.Non-democracy",1968,1978,11,1,TRUE
"541","Equatorial Guinea",411,411,"Middle Africa","Africa","Teodoro Obiang Nguema Mbasogo","Non-democracy","Teodoro Obiang Nguema Mbasogo.Equatorial Guinea.1979.2008.Non-democracy",1979,1989,11,0,TRUE
"542","Equatorial Guinea",411,411,"Middle Africa","Africa","Teodoro Obiang Nguema Mbasogo","Non-democracy","Teodoro Obiang Nguema Mbasogo.Equatorial Guinea.1979.2008.Non-democracy",1990,2008,19,0,FALSE
"543","Eritrea",531,531,"Eastern Africa","Africa","Isaias Afwerki","Non-democracy","Isaias Afwerki.Eritrea.1993.2008.Non-democracy",1993,2008,16,0,FALSE
"544","Estonia",366,366,"Northern Europe","Europe","Edgar Savisaar","Democracy","Edgar Savisaar.Estonia.1991.1991.Democracy",1990,1991,2,1,FALSE
"545","Estonia",366,366,"Northern Europe","Europe","Mart Laar","Democracy","Mart Laar.Estonia.1992.1993.Democracy",1992,1993,2,1,FALSE
"546","Estonia",366,366,"Northern Europe","Europe","Andres Tarand","Democracy","Andres Tarand.Estonia.1994.1994.Democracy",1994,1994,1,1,FALSE
"547","Estonia",366,366,"Northern Europe","Europe","Tiit Vahi","Democracy","Tiit Vahi.Estonia.1995.1996.Democracy",1995,1996,2,1,FALSE
"548","Estonia",366,366,"Northern Europe","Europe","Mart Siimann","Democracy","Mart Siimann.Estonia.1997.1998.Democracy",1997,1998,2,1,FALSE
"549","Estonia",366,366,"Northern Europe","Europe","Mart Laar","Democracy","Mart Laar.Estonia.1999.2001.Democracy",1999,2001,3,1,FALSE
"550","Estonia",366,366,"Northern Europe","Europe","Siim Kallas","Democracy","Siim Kallas.Estonia.2002.2002.Democracy",2002,2002,1,1,FALSE
"551","Estonia",366,366,"Northern Europe","Europe","Juhan Parts","Democracy","Juhan Parts.Estonia.2003.2004.Democracy",2003,2004,2,1,FALSE
"552","Estonia",366,366,"Northern Europe","Europe","Andrus Ansip","Democracy","Andrus Ansip.Estonia.2005.2008.Democracy",2005,2008,4,0,FALSE
"553","Ethiopia",530,530,"Eastern Africa","Africa","Haile Selassie","Non-democracy","Haile Selassie.Ethiopia.1946.1973.Non-democracy",1930,1945,16,1,FALSE
"554","Ethiopia",530,530,"Eastern Africa","Africa","Haile Selassie","Non-democracy","Haile Selassie.Ethiopia.1946.1973.Non-democracy",1946,1973,28,1,TRUE
"555","Ethiopia",530,530,"Eastern Africa","Africa","Teferi Benti","Non-democracy","Teferi Benti.Ethiopia.1974.1976.Non-democracy",1974,1976,3,1,TRUE
"556","Ethiopia",530,530,"Eastern Africa","Africa","Mengistu Haile Mariam","Non-democracy","Mengistu Haile Mariam.Ethiopia.1977.1990.Non-democracy",1977,1989,13,1,TRUE
"557","Ethiopia",530,530,"Eastern Africa","Africa","Mengistu Haile Mariam","Non-democracy","Mengistu Haile Mariam.Ethiopia.1977.1990.Non-democracy",1990,1990,1,1,FALSE
"558","Ethiopia",530,530,"Eastern Africa","Africa","Meles Zenawi","Non-democracy","Meles Zenawi.Ethiopia.1991.1994.Non-democracy",1991,1994,4,0,FALSE
"559","Ethiopia",530,529,"Eastern Africa","Africa","Meles Zenawi","Non-democracy","Meles Zenawi.Ethiopia.1991.1994.Non-democracy",1991,1994,4,0,FALSE
"560","Ethiopia",530,529,"Eastern Africa","Africa","Negasso Gidada","Non-democracy","Negasso Gidada.Ethiopia.1995.2000.Non-democracy",1995,2000,6,1,FALSE
"561","Ethiopia",530,529,"Eastern Africa","Africa","Girma Wolde-Giyorgis Lucha","Non-democracy","Girma Wolde-Giyorgis Lucha.Ethiopia.2001.2008.Non-democracy",2001,2008,8,0,FALSE
"562","Fiji",950,950,"Melanesia","Oceania","Ratu Sir Kamisese Mara","Non-democracy","Ratu Sir Kamisese Mara.Fiji.1970.1986.Non-democracy",1966,1986,21,1,TRUE
"563","Fiji",950,950,"Melanesia","Oceania","Sitiveni Rabuka","Non-democracy","Sitiveni Rabuka.Fiji.1987.1991.Non-democracy",1987,1989,3,1,TRUE
"564","Fiji",950,950,"Melanesia","Oceania","Sitiveni Rabuka","Non-democracy","Sitiveni Rabuka.Fiji.1987.1991.Non-democracy",1990,1991,2,1,FALSE
"565","Fiji",950,950,"Melanesia","Oceania","Sitiveni Rabuka","Democracy","Sitiveni Rabuka.Fiji.1992.1998.Democracy",1992,1998,7,1,FALSE
"566","Fiji",950,950,"Melanesia","Oceania","Mahendra Chaudhry","Democracy","Mahendra Chaudhry.Fiji.1999.1999.Democracy",1999,1999,1,1,FALSE
"567","Fiji",950,950,"Melanesia","Oceania","Ratu Josefa Iloilo","Non-democracy","Ratu Josefa Iloilo.Fiji.2000.2005.Non-democracy",2000,2005,6,1,FALSE
"568","Fiji",950,950,"Melanesia","Oceania","Voreqe Bainimarama","Non-democracy","Voreqe Bainimarama.Fiji.2006.2008.Non-democracy",2006,2008,3,0,FALSE
"569","Finland",375,375,"Northern Europe","Europe","Mauno Pekkala","Democracy","Mauno Pekkala.Finland.1946.1947.Democracy",1946,1947,2,1,TRUE
"570","Finland",375,375,"Northern Europe","Europe","Karl Fagerholm","Democracy","Karl Fagerholm.Finland.1948.1949.Democracy",1948,1949,2,1,TRUE
"571","Finland",375,375,"Northern Europe","Europe","Urho Kekkonen","Democracy","Urho Kekkonen.Finland.1950.1952.Democracy",1950,1952,3,1,TRUE
"572","Finland",375,375,"Northern Europe","Europe","Sakari Tuomioja","Democracy","Sakari Tuomioja.Finland.1953.1953.Democracy",1953,1953,1,1,TRUE
"573","Finland",375,375,"Northern Europe","Europe","Urho Kekkonen","Democracy","Urho Kekkonen.Finland.1954.1955.Democracy",1954,1955,2,1,TRUE
"574","Finland",375,375,"Northern Europe","Europe","Karl Fagerholm","Democracy","Karl Fagerholm.Finland.1956.1956.Democracy",1956,1956,1,1,TRUE
"575","Finland",375,375,"Northern Europe","Europe","Rainer von Fieandt","Democracy","Rainer von Fieandt.Finland.1957.1957.Democracy",1957,1957,1,1,TRUE
"576","Finland",375,375,"Northern Europe","Europe","Karl Fagerholm","Democracy","Karl Fagerholm.Finland.1958.1958.Democracy",1958,1958,1,1,TRUE
"577","Finland",375,375,"Northern Europe","Europe","Vaino Sukselainen","Democracy","Vaino Sukselainen.Finland.1959.1960.Democracy",1959,1960,2,1,TRUE
"578","Finland",375,375,"Northern Europe","Europe","Martti Miettunen","Democracy","Martti Miettunen.Finland.1961.1961.Democracy",1961,1961,1,1,TRUE
"579","Finland",375,375,"Northern Europe","Europe","Ahti Karjalainen","Democracy","Ahti Karjalainen.Finland.1962.1962.Democracy",1962,1962,1,1,TRUE
"580","Finland",375,375,"Northern Europe","Europe","Reino Lehto","Democracy","Reino Lehto.Finland.1963.1963.Democracy",1963,1963,1,1,TRUE
"581","Finland",375,375,"Northern Europe","Europe","Johannes Virolainen","Democracy","Johannes Virolainen.Finland.1964.1965.Democracy",1964,1965,2,1,TRUE
"582","Finland",375,375,"Northern Europe","Europe","Rafael Paasio","Democracy","Rafael Paasio.Finland.1966.1967.Democracy",1966,1967,2,1,TRUE
"583","Finland",375,375,"Northern Europe","Europe","Mauno Koivisto","Democracy","Mauno Koivisto.Finland.1968.1969.Democracy",1968,1969,2,1,TRUE
"584","Finland",375,375,"Northern Europe","Europe","Ahti Karjalainen","Democracy","Ahti Karjalainen.Finland.1970.1970.Democracy",1970,1970,1,1,TRUE
"585","Finland",375,375,"Northern Europe","Europe","Teuvo Aura","Democracy","Teuvo Aura.Finland.1971.1971.Democracy",1971,1971,1,1,TRUE
"586","Finland",375,375,"Northern Europe","Europe","Kalevi Sorsa","Democracy","Kalevi Sorsa.Finland.1972.1974.Democracy",1972,1974,3,1,TRUE
"587","Finland",375,375,"Northern Europe","Europe","Martti Miettunen","Democracy","Martti Miettunen.Finland.1975.1976.Democracy",1975,1976,2,1,TRUE
"588","Finland",375,375,"Northern Europe","Europe","Kalevi Sorsa","Democracy","Kalevi Sorsa.Finland.1977.1978.Democracy",1977,1978,2,1,TRUE
"589","Finland",375,375,"Northern Europe","Europe","Mauno Koivisto","Democracy","Mauno Koivisto.Finland.1979.1981.Democracy",1979,1981,3,1,TRUE
"590","Finland",375,375,"Northern Europe","Europe","Kalevi Sorsa","Democracy","Kalevi Sorsa.Finland.1982.1986.Democracy",1982,1986,5,1,TRUE
"591","Finland",375,375,"Northern Europe","Europe","Harri Holkeri","Democracy","Harri Holkeri.Finland.1987.1990.Democracy",1987,1989,3,1,TRUE
"592","Finland",375,375,"Northern Europe","Europe","Harri Holkeri","Democracy","Harri Holkeri.Finland.1987.1990.Democracy",1990,1990,1,1,FALSE
"593","Finland",375,375,"Northern Europe","Europe","Esko Aho","Democracy","Esko Aho.Finland.1991.1994.Democracy",1991,1994,4,1,FALSE
"594","Finland",375,375,"Northern Europe","Europe","Paavo Lipponen","Democracy","Paavo Lipponen.Finland.1995.2002.Democracy",1995,2002,8,1,FALSE
"595","Finland",375,375,"Northern Europe","Europe","Matti Taneli Vanhanen","Democracy","Matti Taneli Vanhanen.Finland.2003.2008.Democracy",2003,2008,6,0,FALSE
"596","France",220,220,"Western Europe","Europe","Leon Blum","Democracy","Leon Blum.France.1946.1946.Democracy",1946,1946,1,1,TRUE
"597","France",220,220,"Western Europe","Europe","Robert Schuman","Democracy","Robert Schuman.France.1947.1947.Democracy",1947,1947,1,1,TRUE
"598","France",220,220,"Western Europe","Europe","Henri Queuille","Democracy","Henri Queuille.France.1948.1948.Democracy",1948,1948,1,1,TRUE
"599","France",220,220,"Western Europe","Europe","Georges Bidault","Democracy","Georges Bidault.France.1949.1949.Democracy",1949,1949,1,1,TRUE
"600","France",220,220,"Western Europe","Europe","Rene Pleven","Democracy","Rene Pleven.France.1950.1951.Democracy",1950,1951,2,1,TRUE
"601","France",220,220,"Western Europe","Europe","Antoine Pinay","Democracy","Antoine Pinay.France.1952.1952.Democracy",1952,1952,1,1,TRUE
"602","France",220,220,"Western Europe","Europe","Joseph Laniel","Democracy","Joseph Laniel.France.1953.1953.Democracy",1953,1953,1,1,TRUE
"603","France",220,220,"Western Europe","Europe","Pierre Mendes-France","Democracy","Pierre Mendes-France.France.1954.1954.Democracy",1954,1954,1,1,TRUE
"604","France",220,220,"Western Europe","Europe","Edgar Faure","Democracy","Edgar Faure.France.1955.1955.Democracy",1955,1955,1,1,TRUE
"605","France",220,220,"Western Europe","Europe","Guy Mollet","Democracy","Guy Mollet.France.1956.1956.Democracy",1956,1956,1,1,TRUE
"606","France",220,220,"Western Europe","Europe","Felix Gaillard","Democracy","Felix Gaillard.France.1957.1957.Democracy",1957,1957,1,1,TRUE
"607","France",220,220,"Western Europe","Europe","Charles de Gaulle","Democracy","Charles de Gaulle.France.1958.1958.Democracy",1958,1958,1,1,TRUE
"608","France",220,220,"Western Europe","Europe","Michel Debre","Democracy","Michel Debre.France.1959.1961.Democracy",1959,1961,3,1,TRUE
"609","France",220,220,"Western Europe","Europe","Georges Pompidou","Democracy","Georges Pompidou.France.1962.1967.Democracy",1962,1967,6,1,TRUE
"610","France",220,220,"Western Europe","Europe","Maurice Couve de Murville","Democracy","Maurice Couve de Murville.France.1968.1968.Democracy",1968,1968,1,1,TRUE
"611","France",220,220,"Western Europe","Europe","Jacques Chaban-Delmas","Democracy","Jacques Chaban-Delmas.France.1969.1971.Democracy",1969,1971,3,1,TRUE
"612","France",220,220,"Western Europe","Europe","Pierre Messmer","Democracy","Pierre Messmer.France.1972.1973.Democracy",1972,1973,2,1,TRUE
"613","France",220,220,"Western Europe","Europe","Jacques Chirac","Democracy","Jacques Chirac.France.1974.1975.Democracy",1974,1975,2,1,TRUE
"614","France",220,220,"Western Europe","Europe","Raymond Barre","Democracy","Raymond Barre.France.1976.1980.Democracy",1976,1980,5,1,TRUE
"615","France",220,220,"Western Europe","Europe","Pierre Mauroy","Democracy","Pierre Mauroy.France.1981.1983.Democracy",1981,1983,3,1,TRUE
"616","France",220,220,"Western Europe","Europe","Laurent Fabius","Democracy","Laurent Fabius.France.1984.1985.Democracy",1984,1985,2,1,TRUE
"617","France",220,220,"Western Europe","Europe","Jacques Chirac","Democracy","Jacques Chirac.France.1986.1987.Democracy",1986,1987,2,1,TRUE
"618","France",220,220,"Western Europe","Europe","Michel Rocard","Democracy","Michel Rocard.France.1988.1990.Democracy",1988,1989,2,1,TRUE
"619","France",220,220,"Western Europe","Europe","Michel Rocard","Democracy","Michel Rocard.France.1988.1990.Democracy",1990,1990,1,1,FALSE
"620","France",220,220,"Western Europe","Europe","Edith Cresson","Democracy","Edith Cresson.France.1991.1991.Democracy",1991,1991,1,1,FALSE
"621","France",220,220,"Western Europe","Europe","Pierre Beregovoy","Democracy","Pierre Beregovoy.France.1992.1992.Democracy",1992,1992,1,1,FALSE
"622","France",220,220,"Western Europe","Europe","Edouard Balladur","Democracy","Edouard Balladur.France.1993.1994.Democracy",1993,1994,2,1,FALSE
"623","France",220,220,"Western Europe","Europe","Alain Juppe","Democracy","Alain Juppe.France.1995.1996.Democracy",1995,1996,2,1,FALSE
"624","France",220,220,"Western Europe","Europe","Lionel Jospin","Democracy","Lionel Jospin.France.1997.2001.Democracy",1997,2001,5,1,FALSE
"625","France",220,220,"Western Europe","Europe","Jean-Pierre Raffarin","Democracy","Jean-Pierre Raffarin.France.2002.2004.Democracy",2002,2004,3,1,FALSE
"626","France",220,220,"Western Europe","Europe","Dominique de Villepin","Democracy","Dominique de Villepin.France.2005.2006.Democracy",2005,2006,2,1,FALSE
"627","France",220,220,"Western Europe","Europe","Franï¿½ois Fillon","Democracy","Franï¿½ois Fillon.France.2007.2008.Democracy",2007,2008,2,0,FALSE
"628","Gabon",481,481,"Middle Africa","Africa","Leon Mba","Non-democracy","Leon Mba.Gabon.1960.1966.Non-democracy",1960,1966,7,0,TRUE
"629","Gabon",481,481,"Middle Africa","Africa","Albert-Bernard Bongo","Non-democracy","Albert-Bernard Bongo.Gabon.1967.2008.Non-democracy",1967,1989,23,0,TRUE
"630","Gabon",481,481,"Middle Africa","Africa","Albert-Bernard Bongo","Non-democracy","Albert-Bernard Bongo.Gabon.1967.2008.Non-democracy",1990,2008,19,0,FALSE
"631","Gambia",420,420,"Western Africa","Africa","Dauda Jawara","Non-democracy","Dauda Jawara.Gambia.1965.1993.Non-democracy",1962,1989,28,1,TRUE
"632","Gambia",420,420,"Western Africa","Africa","Dauda Jawara","Non-democracy","Dauda Jawara.Gambia.1965.1993.Non-democracy",1990,1993,4,1,FALSE
"633","Gambia",420,420,"Western Africa","Africa","Yahya Jammeh","Non-democracy","Yahya Jammeh.Gambia.1994.2008.Non-democracy",1994,2008,15,0,FALSE
"634","Georgia",372,372,"Western Asia","Asia","Zviad Gamsakhurdia","Non-democracy","Zviad Gamsakhurdia.Georgia.1991.1991.Non-democracy",1990,1991,2,1,FALSE
"635","Georgia",372,372,"Western Asia","Asia","Eduard Shevardnadze","Non-democracy","Eduard Shevardnadze.Georgia.1992.2002.Non-democracy",1992,2002,11,1,FALSE
"636","Georgia",372,372,"Western Asia","Asia","Nino Burdzhanadze","Non-democracy","Nino Burdzhanadze.Georgia.2003.2003.Non-democracy",2003,2003,1,1,FALSE
"637","Georgia",372,372,"Western Asia","Asia","Zurab Zhvania","Democracy","Zurab Zhvania.Georgia.2004.2004.Democracy",2004,2004,1,1,FALSE
"638","Georgia",372,372,"Western Asia","Asia","Zurab Nogaideli","Democracy","Zurab Nogaideli.Georgia.2005.2006.Democracy",2005,2006,2,1,FALSE
"639","Georgia",372,372,"Western Asia","Asia","Lado Gurgenidze","Democracy","Lado Gurgenidze.Georgia.2007.2007.Democracy",2007,2007,1,1,FALSE
"640","Georgia",372,372,"Western Asia","Asia","Grigol Mgaloblishvili","Democracy","Grigol Mgaloblishvili.Georgia.2008.2008.Democracy",2008,2008,1,0,FALSE
"641","Germany",255,255,"Western Europe","Europe","Helmut Kohl","Democracy","Helmut Kohl.Germany.1990.1997.Democracy",1990,1997,8,1,FALSE
"642","Germany",255,255,"Western Europe","Europe","Gerhard Schroeder","Democracy","Gerhard Schroeder.Germany.1998.2004.Democracy",1998,2004,7,1,FALSE
"643","Germany",255,255,"Western Europe","Europe","Angela Merkel","Democracy","Angela Merkel.Germany.2005.2008.Democracy",2005,2008,4,0,FALSE
"644","Germany, East",265,265,"Western Europe","Europe","Wilhelm Pieck + Otto Grotewohl","Non-democracy","Wilhelm Pieck + Otto Grotewohl.Germany, East.1949.1949.Non-democracy",1946,1949,4,1,TRUE
"645","Germany, East",265,265,"Western Europe","Europe","Walter Ulbricht","Non-democracy","Walter Ulbricht.Germany, East.1950.1970.Non-democracy",1950,1970,21,1,TRUE
"646","Germany, East",265,265,"Western Europe","Europe","Erich Honecker","Non-democracy","Erich Honecker.Germany, East.1971.1988.Non-democracy",1971,1988,18,1,TRUE
"647","Germany, East",265,265,"Western Europe","Europe","Egon Krenz","Non-democracy","Egon Krenz.Germany, East.1989.1989.Non-democracy",1989,1989,1,0,TRUE
"648","Germany, East",265,265,"Western Europe","Europe","Egon Krenz","Non-democracy","Egon Krenz.Germany, East.1989.1989.Non-democracy",1989,1989,1,0,FALSE
"649","Germany, West",260,260,"Western Europe","Europe","Konrad Adenauer","Democracy","Konrad Adenauer.Germany, West.1949.1962.Democracy",1949,1962,14,1,TRUE
"650","Germany, West",260,260,"Western Europe","Europe","Ludwig Erhard","Democracy","Ludwig Erhard.Germany, West.1963.1965.Democracy",1963,1965,3,1,TRUE
"651","Germany, West",260,260,"Western Europe","Europe","Kurt-Georg Kiesinger","Democracy","Kurt-Georg Kiesinger.Germany, West.1966.1968.Democracy",1966,1968,3,1,TRUE
"652","Germany, West",260,260,"Western Europe","Europe","Willy Brandt","Democracy","Willy Brandt.Germany, West.1969.1973.Democracy",1969,1973,5,1,TRUE
"653","Germany, West",260,260,"Western Europe","Europe","Helmut Schmidt","Democracy","Helmut Schmidt.Germany, West.1974.1981.Democracy",1974,1981,8,1,TRUE
"654","Germany, West",260,260,"Western Europe","Europe","Helmut Kohl","Democracy","Helmut Kohl.Germany, West.1982.1989.Democracy",1982,1989,8,0,TRUE
"655","Ghana",452,452,"Western Africa","Africa","Kwame Nkrumah","Non-democracy","Kwame Nkrumah.Ghana.1957.1965.Non-democracy",1952,1965,14,1,TRUE
"656","Ghana",452,452,"Western Africa","Africa","Joseph Ankrah","Non-democracy","Joseph Ankrah.Ghana.1966.1968.Non-democracy",1966,1968,3,1,TRUE
"657","Ghana",452,452,"Western Africa","Africa","Kofi Busia","Democracy","Kofi Busia.Ghana.1969.1971.Democracy",1969,1971,3,1,TRUE
"658","Ghana",452,452,"Western Africa","Africa","Ignatius Acheampong","Non-democracy","Ignatius Acheampong.Ghana.1972.1977.Non-democracy",1972,1977,6,1,TRUE
"659","Ghana",452,452,"Western Africa","Africa","Frederick Akuffo","Non-democracy","Frederick Akuffo.Ghana.1978.1978.Non-democracy",1978,1978,1,1,TRUE
"660","Ghana",452,452,"Western Africa","Africa","Hilla Limann","Democracy","Hilla Limann.Ghana.1979.1980.Democracy",1979,1980,2,1,TRUE
"661","Ghana",452,452,"Western Africa","Africa","Jerry Rawlings","Non-democracy","Jerry Rawlings.Ghana.1981.1992.Non-democracy",1981,1989,9,1,TRUE
"662","Ghana",452,452,"Western Africa","Africa","Jerry Rawlings","Non-democracy","Jerry Rawlings.Ghana.1981.1992.Non-democracy",1990,1992,3,1,FALSE
"663","Ghana",452,452,"Western Africa","Africa","Jerry Rawlings","Democracy","Jerry Rawlings.Ghana.1993.2000.Democracy",1993,2000,8,1,FALSE
"664","Ghana",452,452,"Western Africa","Africa","John Agyekum Kufuor","Democracy","John Agyekum Kufuor.Ghana.2001.2008.Democracy",2001,2008,8,0,FALSE
"665","Greece",350,350,"Southern Europe","Europe","Constantine Tsaldaris","Democracy","Constantine Tsaldaris.Greece.1946.1946.Democracy",1946,1946,1,1,TRUE
"666","Greece",350,350,"Southern Europe","Europe","Themistocles Sophoulis","Democracy","Themistocles Sophoulis.Greece.1947.1948.Democracy",1947,1948,2,1,TRUE
"667","Greece",350,350,"Southern Europe","Europe","Alexandros Diomidis","Democracy","Alexandros Diomidis.Greece.1949.1949.Democracy",1949,1949,1,1,TRUE
"668","Greece",350,350,"Southern Europe","Europe","Nikolas Plastiras","Democracy","Nikolas Plastiras.Greece.1950.1951.Democracy",1950,1951,2,1,TRUE
"669","Greece",350,350,"Southern Europe","Europe","Alexandros Papagos","Democracy","Alexandros Papagos.Greece.1952.1954.Democracy",1952,1954,3,0,TRUE
